Candidate,Party,Criminal Cases,Education,Age,City
Kalthi Venkateswarlu,IND,0,Others,45,KHAMMAM
Kanakama Tirumala Rao,IND,0,Graduate,25,KHAMMAM
Kandula Ramu,IND,0,Others,25,KHAMMAM
Kankanala Narayana,CPI, 1 ,Post Graduate,66,KHAMMAM
Kishan Nayak Banoth,IND,0,10th Pass,33,KHAMMAM
Kommu Ramesh,IND,0,Post Graduate,42,KHAMMAM
Lingala Ravi Kumar,IND,0,10th Pass,38,KHAMMAM
Marikanti Vasudasu,IND,0,12th Pass,69,KHAMMAM
Medarametla Rama Rao,Pyramid Party of India,0,12th Pass,48,KHAMMAM
Mokalla Ramesh,IND,0,Illiterate,40,KHAMMAM
Mudige Nageswara Rao,IND,0,Not Given,44,KHAMMAM
Nagarjuna Cherukuru,Jai Samaikyandhra Party,0,12th Pass,44,KHAMMAM
Nagireddy Raji Reddy,IND,0,12th Pass,38,KHAMMAM
Nama Nageswara Rao,TDP, 1 ,12th Pass,56,KHAMMAM
Sanapa Pommaiah,IND,0,Not Given,50,KHAMMAM
Prof. Azmeera Seetaram Naik,TRS,0,Doctorate,56,MAHABUBABAD
Balunayak Bhukya,IND,0,Graduate Professional,34,MAHABUBABAD
Banoth Mohanlal,TDP,0,Post Graduate,49,MAHABUBABAD
Boda Raasi,BSP,0,12th Pass,29,MAHABUBABAD
Datla Nageshwar Rao,IND,0,Graduate,48,MAHABUBABAD
Eesam Sudhakar,IND,0,Graduate,29,MAHABUBABAD
Gugulotu Jagan,Marxist Communist Party of India (United),0,8th Pass,37,MAHABUBABAD
Kavitha Rani Lunavath,Pyramid Party of India,0,10th Pass,35,MAHABUBABAD
Laxman Bukya,IND,0,5th Pass,44,MAHABUBABAD
Laxminarayana Borra,IND,0,5th Pass,38,MAHABUBABAD
Metla Papaiah,IND,0,Graduate Professional,62,MAHABUBABAD
P. Balram,INC, 1 ,Post Graduate,49,MAHABUBABAD
Padiga Yarraiah,IND,0,5th Pass,69,MAHABUBABAD
Payam Chandhar Rao (chinna Chandhranna)	,IND, 1 ,Literate,53,MAHABUBABAD
Ponaka Sammakka,IND,0,Graduate,36,MAHABUBABAD
Tellam Venkata Rao,Yuvajana Sramika Rythu Congress Party,0,Post Graduate,46,MAHABUBABAD
V. Gouri Nagamani,IND,0,10th Pass,43,MAHABUBABAD
A P Jithender Reddy,TRS, 4 ,Graduate,60,MAHBUBNAGAR
Dr A Chandra Sekhar,IND,0,Post Graduate,45,MAHBUBNAGAR
Dr. Janardhan Reddy Nagam,BJP, 8 ,Graduate Professional,65,MAHBUBNAGAR
H.a. Rahman,Yuvajana Sramika Rythu Congress Party, 3 ,Graduate,44,MAHBUBNAGAR
Ibrahim Syed	,IND, 7 ,12th Pass,44,MAHBUBNAGAR
Jaipal Reddy Sudini,INC,0,Post Graduate,72,MAHBUBNAGAR
Kadire Krishna,BSP,0,Doctorate,37,MAHBUBNAGAR
S. Shiva Shankar,IND,0,Post Graduate,45,MAHBUBNAGAR
S.r.premaiah,Pyramid Party of India,0,12th Pass,60,MAHBUBNAGAR
Ch.malla Reddy,TDP,0,12th Pass,56,MALKAJGIRI
Anjaneyulu.e,IND,0,Graduate,28,MALKAJGIRI
B.veera Hanumantha Reddy,IND,0,Post Graduate,47,MALKAJGIRI
Bandi Sudhakar,Jai Samaikyandhra Party,0,12th Pass,39,MALKAJGIRI
D.bikshapathi,IND,0,12th Pass,40,MALKAJGIRI
Dasari Bharath Reddy,IND,0,Graduate Professional,28,MALKAJGIRI
Divakar Dharanikota Sudhakar,All India Majlis-E-Ittehadul Muslimeen,0,Post Graduate,28,MALKAJGIRI
Dr.jayaprakash Narayan N,Lok Satta Party,0,Doctorate,58,MALKAJGIRI
Dr.n.v.sudha Kiran,AAP,0,Graduate Professional,48,MALKAJGIRI
Gajabinkar Bansilal,IND,0,12th Pass,54,MALKAJGIRI
Hanumanth Rao Mynampally,TRS, 2 ,Graduate Professional,47,MALKAJGIRI
Jajula Bhaskar,Shramajeevi Party,0,Graduate,39,MALKAJGIRI
Kante Sayanna,IND,0,10th Pass,35,MALKAJGIRI
Karunakar R,BSP,0,Post Graduate,48,MALKAJGIRI
Koyalkar Bhoj Raj,IND,0,8th Pass,39,MALKAJGIRI
M.nageswara Rao,IND,0,Post Graduate,72,MALKAJGIRI
M.t.varughese,IND,0,8th Pass,67,MALKAJGIRI
Murari.t.n,SHS,0,Graduate,40,MALKAJGIRI
Paduri Srinivas Reddy,Telangana Loksatta Party,0,Post Graduate,43,MALKAJGIRI
Peesari Satish Reddy,IND,0,Post Graduate,27,MALKAJGIRI
Polisetty Krishna Rao,IND,0,Graduate,55,MALKAJGIRI
Potturi Tulasi Das,IND,0,5th Pass,62,MALKAJGIRI
Prof. K.nageshwar,IND,0,Doctorate,50,MALKAJGIRI
Rahul Pandit,IND,0,Graduate,37,MALKAJGIRI
Sarvey Sathyanarayana,INC, 2 ,Graduate Professional,60,MALKAJGIRI
Sathyanarayana Yaadav Peddiboyina,B.C.Bharata Desam Party,0,5th Pass,54,MALKAJGIRI
Sutharapu Padmaiah,Andhra Pradesh Rashtra Samaikya Samithi Party,0,Graduate,61,MALKAJGIRI
V.dinesh Reddy,Yuvajana Sramika Rythu Congress Party,0,Graduate,60,MALKAJGIRI
Vattikuti Ramarao Goud,IND, 5 ,Doctorate,37,MALKAJGIRI
Venkat Reddy Surakanti,Pyramid Party of India,0,Graduate Professional,50,MALKAJGIRI
Kalvakuntla Chandrashekar Rao,TRS, 2 ,Graduate,60,MEDAK
Balaraju Mittapally,IND,0,5th Pass,38,MEDAK
Bomma Balesham,IND,0,12th Pass,62,MEDAK
Dr.p. Sravan Kumar Reddy,INC,0,Graduate Professional,39,MEDAK
Gajabheemkar Bansilal,IND,0,10th Pass,54,MEDAK
Gurujada Beeraiah,IND, 1 ,12th Pass,47,MEDAK
Iqbal Ali Zafar,Majlis Bachao Tahreek,0,Graduate Professional,50,MEDAK
Kompally Prabhudas,RPI(A),0,10th Pass,48,MEDAK
Kundeti Ravi,IND,0,Post Graduate,40,MEDAK
Meka Subba Rao,IND,0,Graduate,37,MEDAK
Narendranath Chaganla,BJP, 13 ,10th Pass,49,MEDAK
Pullaiahgari Prbhu Goud,Yuvajana Sramika Rythu Congress Party,0,10th Pass,45,MEDAK
Yerra Shankar Goud,BSP,0,Post Graduate,50,MEDAK
Kotha Prabhakar Reddy,TRS,0,Graduate,48,MEDAK : BYE ELECTION ON 13-09-2014
B.ravindar Yadav,IND,0,Post Graduate,45,MEDAK : BYE ELECTION ON 13-09-2014
Cheekoti Varunkumar Gupta,Telugu Congress Party,0,Post Graduate,25,MEDAK : BYE ELECTION ON 13-09-2014
Dr. Marri Mark Polonious,IND,0,Doctorate,32,MEDAK : BYE ELECTION ON 13-09-2014
Gajabinkar Bansilal,IND,0,10th Pass,54,MEDAK : BYE ELECTION ON 13-09-2014
Gondi Bujangam Patel,IND,0,12th Pass,47,MEDAK : BYE ELECTION ON 13-09-2014
Hameed Syed,IND,0,Literate,39,MEDAK : BYE ELECTION ON 13-09-2014
Jajula Bhaskar,Shrama Jeevi Party,0,Graduate,39,MEDAK : BYE ELECTION ON 13-09-2014
Jayaprakash Reddy T.,BJP, 2 ,10th Pass,49,MEDAK : BYE ELECTION ON 13-09-2014
Kante Sayanna,IND,0,10th Pass,35,MEDAK : BYE ELECTION ON 13-09-2014
Mohammed Mustaq Ahmed,IND,0,Graduate,39,MEDAK : BYE ELECTION ON 13-09-2014
Nallanagula Venkatesham Chary,IND,0,12th Pass,38,MEDAK : BYE ELECTION ON 13-09-2014
Ravikiran,IND,0,Post Graduate,35,MEDAK : BYE ELECTION ON 13-09-2014
Vakiti Sunitha Laxma Reddy,INC,0,Graduate,46,MEDAK : BYE ELECTION ON 13-09-2014
Nandi Yellaiah,INC,0,12th Pass,71,NAGARKURNOOL
Bahaddur Srinivasulu,BSP,0,Post Graduate,39,NAGARKURNOOL
Bakkani Narsimlu,TDP,0,10th Pass,64,NAGARKURNOOL
Buddula Srinivasulu,IND,0,10th Pass,0,NAGARKURNOOL
Dr.manda Jagannath,TRS,0,Post Graduate,63,NAGARKURNOOL
Maredu Gopal,Yuvajana Sramika Rythu Congress Party,0,Graduate,63,NAGARKURNOOL
Gutha Sukhender Reddy,INC, 1 ,12th Pass,60,NALGONDA
Dr. Palla Rajeshwar Reddy,TRS,0,Doctorate,50,NALGONDA
Gunnam Nagi Reddy,Yuvajana Sramika Rythu Congress Party,0,Graduate,64,NALGONDA
Kundarapu Ramesh,BSP,0,5th Pass,46,NALGONDA
Manupuri Daya Sagar,Pyramid Party of India,0,Graduate,38,NALGONDA
Marri Nehemiah,IND,0,12th Pass,60,NALGONDA
Nandyala Narsimha Reddy,CPI(M),0,Graduate,58,NALGONDA
Tejavath Bellaiah Naik,AAP,0,Graduate Professional,42,NALGONDA
Tera Chinnapa Reddy,TDP, 5 ,Doctorate,50,NALGONDA
Kalvakuntla Kavitha,TRS, 8 ,Graduate Professional,36,NIZAMABAD
Abdul Gani,B. C. United Front, 2 ,Graduate,39,NIZAMABAD
Abdul Kareem Khan,IND,0,8th Pass,44,NIZAMABAD
Bagwan B,IND,0,Not Given,49,NIZAMABAD
Banja Veerappa,Pyramid Party of India,0,10th Pass,54,NIZAMABAD
Chirulingadrulu Venkatesham,IND,0,12th Pass,40,NIZAMABAD
Endala Lakshminarayana,BJP,0,Graduate,51,NIZAMABAD
Kandem Prabhakar,IND,0,Graduate,45,NIZAMABAD
Kotapati Narsimham Naidu,IND,0,Graduate Professional,56,NIZAMABAD
Madhu Yaskhi Goud,INC,0,Post Graduate,56,NIZAMABAD
Malik Mohtasim Ali Khan,Welfare Party Of India,0,Post Graduate,42,NIZAMABAD
Rapelli Srinivas,AAP,0,10th Pass,39,NIZAMABAD
S. Chandraiah,IND,0,Graduate,67,NIZAMABAD
Sagar Suddala,Bahujan Mukti Party,0,Graduate,32,NIZAMABAD
Singareddy Ravindra Reddy,Yuvajana Sramika Rythu Congress Party,0,Post Graduate,46,NIZAMABAD
Talari Ramulu,BSP,0,12th Pass,46,NIZAMABAD
Balka Suman,TRS, 1 ,Post Graduate,31,PEDDAPALLE
B.venkata Mallaiah,B. C. United Front,0,10th Pass,58,PEDDAPALLE
Bupelli Narayana,IND,0,Doctorate,30,PEDDAPALLE
Dr.gaddam Vivekanand,INC, 1 ,Graduate Professional,56,PEDDAPALLE
Dr.janapati Sarat Babu,TDP,0,Graduate Professional,42,PEDDAPALLE
Gaddala Vinay Kumar,IND,0,8th Pass,56,PEDDAPALLE
Gorre Ramesh,IND,0,Post Graduate,47,PEDDAPALLE
Injam Venkata Swamy,Mahajana Socialist Party,0,Post Graduate,42,PEDDAPALLE
J.v. Raju,New India Party,0,12th Pass,50,PEDDAPALLE
Jinna Ramadevi,IND,0,8th Pass,37,PEDDAPALLE
K.jaya Rao,IND, 2 ,10th Pass,43,PEDDAPALLE
Kalvala Sanjeev,RPI,0,Graduate Professional,37,PEDDAPALLE
Kalvala Shankar,Pyramid Party of India,0,Graduate,44,PEDDAPALLE
Motam Ravinder,IND,0,Illiterate,35,PEDDAPALLE
Tagaram Shankar Lal,BSP, 2 ,Post Graduate,37,PEDDAPALLE
Thallapalli Srinivas,IND, 1 ,Post Graduate,35,PEDDAPALLE
Velthuru Mallaiah,Republican Paksha (Khoripa),0,10th Pass,57,PEDDAPALLE
Bandaru Dattatreya,BJP, 3 ,Graduate,66,SECUNDERABAD
Abdus Sattar Mujahed,Akhil Bharatiya Muslim League (Secular), 1 ,Graduate,48,SECUNDERABAD
Ananth Rao Gundepally,IND,0,Post Graduate,43,SECUNDERABAD
Avula Ranganayakulu,IND,0,Graduate,60,SECUNDERABAD
B Subramanyam,IND, 1 ,Graduate,61,SECUNDERABAD
Ch. Murahari,SUCI(C),0,Post Graduate,55,SECUNDERABAD
Chaya Ratan Musinipally,AAP,0,Post Graduate,61,SECUNDERABAD
Deepak Kumar.b,Republican Party of India (Khobragade),0,Graduate,38,SECUNDERABAD
Dr.n.s.uday Kumar,Prem Janata Dal,0,Doctorate,53,SECUNDERABAD
J.ramulu,RSP,0,Post Graduate,39,SECUNDERABAD
K. Srinivasulu,Jai Samaikyandhra Party,0,Post Graduate,42,SECUNDERABAD
K.sai Krishna Mohan Rao,Indian Christian Secular Party,0,Post Graduate,53,SECUNDERABAD
Karankote Narender,AIFB,0,10th Pass,52,SECUNDERABAD
Khaja Khalid Anwar,BSP, 2 ,Literate,47,SECUNDERABAD
Klhaja Sirajuddin,Majlis Markaz-e-Siyasee Party,0,Post Graduate,49,SECUNDERABAD
Kumar Chowdary Yadav,Samaikyandhra Parirakshana Samithi,0,8th Pass,55,SECUNDERABAD
M.anjan Kumar Yadav,INC,0,Graduate,53,SECUNDERABAD
Malathi Latha Eppa,Jantantra Party,0,Post Graduate,29,SECUNDERABAD
Michael Daniel Ovelz,IND,0,Graduate,41,SECUNDERABAD
Mohammed Rizwan Hussain,IND,0,10th Pass,32,SECUNDERABAD
Mohd Abubakar Parwaiz Siddiqui,IND,0,12th Pass,38,SECUNDERABAD
Mohd Imtiaz Hussain,IUML,0,Post Graduate,35,SECUNDERABAD
Narla Mohan Rao,All India Majlis-E-Ittehadul Muslimeen,0,10th Pass,47,SECUNDERABAD
Raghu Deshaboina,Bahujan Mukti Party,0,Doctorate,45,SECUNDERABAD
S. Lakshman Rao,IND,0,Graduate Professional,50,SECUNDERABAD
Sakthi Satyavathi,Pyramid Party of India,0,10th Pass,49,SECUNDERABAD
Sonu Sarsal Valmiki,Telangana Communist Party of India,0,5th Pass,28,SECUNDERABAD
Syed Madani Quadri,IND,0,12th Pass,53,SECUNDERABAD
Syed Sajid Ali,Yuvajana Sramika Rythu Congress Party, 1 ,Graduate Professional,44,SECUNDERABAD
T.bheemsen,TRS,0,Graduate Professional,65,SECUNDERABAD
Kadiyam Srihari,TRS, 6 ,Post Graduate,63,WARANGAL
Chiluveru Prathap,IND,0,8th Pass,40,WARANGAL
Chintha Swamy,AAP,0,Graduate,44,WARANGAL
Gannarapu Surender,BSP,0,Post Graduate,49,WARANGAL
Jannu Mahendar,IND,0,Post Graduate,33,WARANGAL
Kanakam Ramesh,IND,0,Post Graduate,34,WARANGAL
Parameshwar Ramagalla,BJP, 5 ,Graduate Professional,55,WARANGAL
Rajaiah Siricilla,INC, 4 ,Graduate,61,WARANGAL
Thuppari Narasimha Swamy,Pyramid Party of India,0,10th Pass,44,WARANGAL
Venkanna Kannam,Marxist Communist Party of India (United),0,12th Pass,36,WARANGAL
Venkanna Neerudu,Bahujan Mukti Party,0,Post Graduate,38,WARANGAL
Venu Esampelly,AIFB,0,10th Pass,37,WARANGAL
Dayakar Pasunoori,TRS, 1 ,Graduate,48,WARANGAL : BYE ELECTION ON 21-11-2015
Banda Susheela,IND,0,10th Pass,42,WARANGAL : BYE ELECTION ON 21-11-2015
Devaiah Pagidipati,BJP,0,Graduate Professional,71,WARANGAL : BYE ELECTION ON 21-11-2015
Gangaram Saibaba,IND,0,Graduate,30,WARANGAL : BYE ELECTION ON 21-11-2015
Jajula Bhaskar,Shramajeevi Party,0,Graduate,40,WARANGAL : BYE ELECTION ON 21-11-2015
Jannu Mahendar,IND,0,Post Graduate,33,WARANGAL : BYE ELECTION ON 21-11-2015
Jeedi Sadanandam,Praja Satta Party,0,Post Graduate,31,WARANGAL : BYE ELECTION ON 21-11-2015
Nalla Suryaprakash,Yuvajana Sramika Rythu Congress Party, 1 ,Graduate,56,WARANGAL : BYE ELECTION ON 21-11-2015
Palvai Venu,Anna YSR Congress Party,0,10th Pass,44,WARANGAL : BYE ELECTION ON 21-11-2015
Sarvey Satyanarayana,INC, 2 ,Graduate Professional,61,WARANGAL : BYE ELECTION ON 21-11-2015
Velthuru Mallaiah,Republican Party of India (Khobragade),0,10th Pass,59,WARANGAL : BYE ELECTION ON 21-11-2015
Yeachu Sunil,IND,0,Post Graduate,28,WARANGAL : BYE ELECTION ON 21-11-2015
B.b.patil,TRS,0,Graduate,58,ZAHIRABAD
Benjamin Raju,IND,0,Graduate Professional,43,ZAHIRABAD
Dr. Suneel Kumar Venigalla,AAP,0,Graduate Professional,53,ZAHIRABAD
K.madan Mohan Rao,TDP,0,Post Graduate,44,ZAHIRABAD
Mahmood Mohiuddin,Yuvajana Sramika Rythu Congress Party, 1 ,8th Pass,44,ZAHIRABAD
Marri Durgesh,RPI(A),0,Illiterate,30,ZAHIRABAD
Rama Rao,IND,0,Graduate,45,ZAHIRABAD
Sayyad Ferojoddin,BSP,0,12th Pass,46,ZAHIRABAD
Suresh Kumar Shetkar,INC,0,Graduate,51,ZAHIRABAD
Tandale Ambaji Rao,IND,0,5th Pass,45,ZAHIRABAD
Jitendra Choudhury,CPI(M),0,12th Pass,57,TRIPURA EAST
Basu Mog,Tripura Pragatishil Gramin Congress,0,10th Pass,56,TRIPURA EAST
Bhriguram Reang,AITC,0,12th Pass,66,TRIPURA EAST
Falguni Tripura,CPI(ML)L,0,12th Pass,47,TRIPURA EAST
Miss Patal Kanya Jamatia,IND,0,Post Graduate,39,TRIPURA EAST
Narendra Chandra Deb Barma,Indigenous Peoples Front of Tripura,0,Graduate,72,TRIPURA EAST
Prabiddha Reang,IND,0,10th Pass,52,TRIPURA EAST
Sachintra Debbarma,INC,0,Graduate Professional,64,TRIPURA EAST
Shri Parikshit Debbarma,BJP,0,10th Pass,53,TRIPURA EAST
Sri Bikash Debbarma,Jai Maha Bharath Party,0,10th Pass,42,TRIPURA EAST
Sri Karna Bijoy Jamatia,AAP,0,10th Pass,39,TRIPURA EAST
Subarnamala Deb Barma,Amra Bangalee,0,8th Pass,45,TRIPURA EAST
Sankar Prasad Datta,CPI(M), 1 ,Post Graduate,56,TRIPURA WEST
Arun Kumar Bhowmik,SUCI(C),0,Graduate,59,TRIPURA WEST
Arunoday Saha,INC,0,Doctorate,65,TRIPURA WEST
Binay Debbarma,Indigenous Peoples Front of Tripura, 1 ,Graduate Professional,55,TRIPURA WEST
Joganati Datta,IND,0,8th Pass,43,TRIPURA WEST
Kamal Kanti Debnath,IND,0,10th Pass,63,TRIPURA WEST
Partha Karmakar,CPI(ML)L,0,Graduate,46,TRIPURA WEST
Pjech Debbarma,Jai Maha Bharath Party,0,10th Pass,38,TRIPURA WEST
Rakhal Raj Datta,Amra Bangalee,0,Post Graduate,65,TRIPURA WEST
Ratan Chakraborti,AITC,0,Graduate,63,TRIPURA WEST
Salil Saha,AAP,0,Post Graduate,54,TRIPURA WEST
Subal Bhowmik,Tripura Pragatishil Gramin Congress, 1 ,Graduate Professional,53,TRIPURA WEST
Sudhindra Chandra Dasgupta,BJP,0,Graduate,74,TRIPURA WEST
Dr. Ramshankar Katheria,BJP, 21 ,Doctorate,49,AGRA
Amar Singh,IND,0,12th Pass,38,AGRA
Anil,Bharatiya Kisan Parivartan Party,0,Literate,38,AGRA
Anita,Vanchitsamaj Insaaf Party,0,10th Pass,31,AGRA
Ashok Kumar,IND,0,10th Pass,30,AGRA
Chandra Pal,Adarsh Samaj Party,0,Doctorate,66,AGRA
Dinesh Kumar Gautam,IND, 2 ,12th Pass,41,AGRA
Maharaj Singh Dhangar,SP,0,5th Pass,46,AGRA
Narayan Singh,BSP, 1 ,Literate,60,AGRA
Om Prakash,IND,0,Literate,51,AGRA
Prem Singh,Bahujan Mukti Party,0,10th Pass,61,AGRA
Ramesh,JD(U), 2 ,Graduate Professional,59,AGRA
Ravindra Singh,AAP,0,Post Graduate,38,AGRA
Upendra Singh,INC, 1 ,Post Graduate,43,AGRA
Vinod Kumar Singh,IND,0,Post Graduate,56,AGRA
Devendra Singh Urf Bhole Singh,BJP,0,10th Pass,60,AKBARPUR
Amar Singh,Janvadi Party(Socialist),0,10th Pass,56,AKBARPUR
Anil Shukla Varsi,BSP, 2 ,Graduate,57,AKBARPUR
Arvind Kumar,AAP,0,Graduate Professional,47,AKBARPUR
Ashok Yadav,IND,0,Others,47,AKBARPUR
Bajrang Prasad,Samtawadi Republican Party,0,Graduate,52,AKBARPUR
Bharti Devi Pasi,IND,0,Graduate Professional,32,AKBARPUR
Gopi Raman,JD(U), 1 ,10th Pass,42,AKBARPUR
Jaswant Singh,Bahujan Mukti Party,0,12th Pass,67,AKBARPUR
Lal Singh Tomar,SP, 6 ,Post Graduate,64,AKBARPUR
Munni Devi,IND,0,10th Pass,42,AKBARPUR
Neeraj Kumar Advocate,IND,0,Graduate Professional,31,AKBARPUR
Omkar Nath,Al-Hind Party,0,Doctorate,47,AKBARPUR
Rajaram Pal,INC, 1 ,Graduate Professional,53,AKBARPUR
Ram Sevak,IND,0,Graduate,63,AKBARPUR
Ramakant,Peace Party,0,Graduate Professional,37,AKBARPUR
Ramendra Singh Tomar,Bhartiya Shakti Chetna Party,0,10th Pass,45,AKBARPUR
Vijay Kumar Sharma,IND,0,Graduate,43,AKBARPUR
Satish Kumar,BJP, 1 ,10th Pass,42,ALIGARH
Amita Singh Jaat,Sarva Samaj Kalyan Party,0,Post Graduate,27,ALIGARH
Baadshah,Peace Party,0,8th Pass,37,ALIGARH
Bijendra Singh,INC, 2 ,Graduate,57,ALIGARH
Devanand,Lok Dal,0,Graduate,53,ALIGARH
Dr. Arvind Kumar Singh,BSP,0,Doctorate,25,ALIGARH
Durgesh Chandra Gautam,AITC,0,Graduate Professional,54,ALIGARH
Mohd. Sabir Rahi,AAP,0,10th Pass,46,ALIGARH
Natthi Lal Sharma,IND,0,Graduate,58,ALIGARH
Pradeep Kumar,Bahujan Mukti Party,0,Graduate Professional,41,ALIGARH
Rakesh Chandra Rawat,Rashtriya Sawarn Dal,0,Post Graduate,61,ALIGARH
Sanjay Kumar,IND,0,5th Pass,27,ALIGARH
Vinod Kumar Baghel,Rashtriya Samaj Paksha,0,12th Pass,26,ALIGARH
Zafar Alam,SP,0,Graduate Professional,69,ALIGARH
Shyama Charan Gupta,BJP,0,Graduate Professional,69,ALLAHABAD
Adarsh Shastri,AAP,0,Graduate,40,ALLAHABAD
Ajeet Kumar,IND,0,12th Pass,27,ALLAHABAD
Brijesh Kumar,IND,0,Graduate,28,ALLAHABAD
Chandra Prakash,Bharatiya Kisan Sena Loktantrik,0,Post Graduate,39,ALLAHABAD
Draupadi Devi,IND,0,8th Pass,42,ALLAHABAD
Gaytri Prasad,Bhartiya Shakti Chetna Party,0,12th Pass,0,ALLAHABAD
Hansraj,IND, 1 ,Graduate,39,ALLAHABAD
Hira Lal,IND,0,Post Graduate,53,ALLAHABAD
Keshri Devi,BSP, 2 ,Post Graduate,54,ALLAHABAD
Kunwar Rewati Raman Singh Alias Mani,SP,0,Graduate Professional,70,ALLAHABAD
Mahendra Kumar,Bahujan Mukti Party,0,Post Graduate,32,ALLAHABAD
Mohd. Ameen Azhar Ansari,Qaumi Ekta Dal,0,Literate,31,ALLAHABAD
Nand Gopal Gupta Nandi,INC, 7 ,10th Pass,40,ALLAHABAD
Nistha Dev Maurya,Pragatisheel Samaj Party,0,Graduate,27,ALLAHABAD
Parmanand,IND,0,5th Pass,51,ALLAHABAD
Rajendra Prasad,Kalyankari Jantantrik Party,0,12th Pass,51,ALLAHABAD
Sanjay Robinson,Naitik Party,0,12th Pass,39,ALLAHABAD
Shailendra Kumar Prajapati,IND,0,12th Pass,45,ALLAHABAD
Shiv Prasad Agrahari,IND,0,5th Pass,26,ALLAHABAD
Shyam Charan,IND,0,Post Graduate,49,ALLAHABAD
Shyam Sundar Das,Sanatan Sanskriti Raksha Dal,0,12th Pass,27,ALLAHABAD
Wahid Ali Alias Wajid Ali,Rashtriya Ulama Council,0,Others,42,ALLAHABAD
Hariom,BJP,0,Post Graduate,58,AMBEDKAR NAGAR
Ashok Singh,INC, 1 ,Post Graduate,61,AMBEDKAR NAGAR
Bal Mukund Dhuriya,CPI(ML)L, 3 ,12th Pass,36,AMBEDKAR NAGAR
Brijesh Kumar,AAP, 1 ,Post Graduate,35,AMBEDKAR NAGAR
Jaahar Singh Kashyap,Bahujan Mukti Party, 1 ,Graduate Professional,62,AMBEDKAR NAGAR
Rakesh Pandey,BSP, 3 ,8th Pass,60,AMBEDKAR NAGAR
Ram Bahal Verma,Samyak Parivartan Party,0,Graduate,61,AMBEDKAR NAGAR
Ram Murti Verma,SP,0,12th Pass,49,AMBEDKAR NAGAR
Surendra Kumar,Adarsh Rashtriya Vikas Party,0,Not Given,39,AMBEDKAR NAGAR
Suresh Kumar,Moulik Adhikar Party,0,Graduate,30,AMBEDKAR NAGAR
Tiger Ram Nihor,IND,0,8th Pass,63,AMBEDKAR NAGAR
Vinod Kumar Tiwari,IND,0,10th Pass,0,AMBEDKAR NAGAR
Rahul Gandhi,INC,0,Post Graduate,43,AMETHI
Babu Lal,Bahujan Mukti Party,0,Graduate,51,AMETHI
Bhagwan Deen,IND,0,5th Pass,50,AMETHI
C L Maurya,Pragatisheel Samaj Party,0,12th Pass,39,AMETHI
Dharmendra Pratap Singh,BSP, 1 ,Post Graduate,33,AMETHI
Dr. Kumar Vishvas,AAP, 1 ,Doctorate,44,AMETHI
Dwarika Prasad,IND,0,Literate,55,AMETHI
Gangesh Kumar Gupta,IND,0,Post Graduate,32,AMETHI
Girija Baksh,IND,0,Post Graduate,52,AMETHI
Gopal Swaroop,Kisan Majdoor Berojgar Sangh,0,Post Graduate,51,AMETHI
Jagat Singh Chaudhari,IND,0,Graduate,57,AMETHI
Jahida Begam,Peace Party,0,8th Pass,46,AMETHI
Jitendra Singh,IND,0,8th Pass,26,AMETHI
Lal Bahadur,IND,0,Post Graduate,40,AMETHI
Mithilesh Kumari,IND,0,8th Pass,29,AMETHI
Mohd Hasan Lahari,Qaumi Ekta Dal,0,8th Pass,33,AMETHI
Naresh Singh Bhadauriya,IND,0,Graduate Professional,51,AMETHI
Radhe Mohan,Sanatan Sanskriti Raksha Dal,0,10th Pass,39,AMETHI
Ram Asrey,Rashtriya Manav samman Party,0,Not Given,44,AMETHI
Ram Newaj,Pragatisheel Manav Samaj Party,0,8th Pass,50,AMETHI
Ram Sajivan,IND,0,10th Pass,40,AMETHI
Ramesh Chandra,IND,0,Post Graduate,35,AMETHI
Ramsidh Yadav,Manavtawadi Samaj Party,0,Graduate,58,AMETHI
Ravi Kumar,Most Backward Classes Of India,0,12th Pass,35,AMETHI
Sanjay Kumar,IND,0,Graduate,31,AMETHI
Shiv Kumar,IND,0,5th Pass,36,AMETHI
Shrimati Chhaya Singh,AITC,0,Post Graduate,27,AMETHI
Smriti Zubin Irani,BJP,0,12th Pass,38,AMETHI
Sonam Kinnar,IND,0,Not Given,0,AMETHI
Swaminath,IND,0,Not Given,32,AMETHI
Tulsiram,IND,0,12th Pass,0,AMETHI
Umakant,IND,0,Graduate,51,AMETHI
Vasdeo,CPI(ML) Red Star,0,Graduate Professional,52,AMETHI
Vedpal Shasatri,VANCHITSAMAJ INSAAF PARTY,0,Graduate,62,AMETHI
Kanwar Singh Tanwar,BJP,0,5th Pass,52,AMROHA
Brajlal,Bahujan Mukti Party,0,Post Graduate,33,AMROHA
Farhat Hasan,BSP, 1 ,10th Pass,50,AMROHA
Hasnein Raza,New All India Congress Party, 1 ,5th Pass,43,AMROHA
Humera Akhtar,SP,0,12th Pass,37,AMROHA
Khajan Singh,Rashtriya Congress (Babu Jagjivanram),0,Literate,29,AMROHA
Mahesh,RPI(A),0,12th Pass,30,AMROHA
Naresh Chand,IND,0,10th Pass,50,AMROHA
Naresh Kumar,IND,0,Post Graduate,28,AMROHA
Rajpal,Adarsh Rashtriya Vikas Party,0,10th Pass,39,AMROHA
Rakesh,Peace Party, 1 ,8th Pass,41,AMROHA
Rakesh Tikait,RLD, 3 ,Graduate,45,AMROHA
Sarvesh Kumar Saini,SHS, 2 ,10th Pass,38,AMROHA
